fecha;cod_prov;provincia;casos_nuevos;casos_acum;incidencia;positividad;recuperados;defun_nuevos;defun_acum;procesadas
27/3/2020;3;Baoruco;0;0;;;;0;0;
27/3/2020;4;Barahona;0;4;;;;0;0;
27/3/2020;5;Dajabón;0;0;;;;0;0;
27/3/2020;1;Distrito Nacional;48;321;;;;2;4;
27/3/2020;6;Duarte;6;65;;;;1;13;
27/3/2020;8;El Seibo;0;0;;;;0;0;
27/3/2020;7;Elías Piña;0;0;;;;0;0;
27/3/2020;9;Espaillat;1;11;;;;0;0;
27/3/2020;30;Hato Mayor;0;2;;;;0;0;
27/3/2020;19;Hermanas Mirabal;6;10;;;;0;0;
27/3/2020;10;Independencia;0;1;;;;0;0;
27/3/2020;11;La Altagracia;6;17;;;;0;0;
27/3/2020;12;La Romana;5;13;;;;0;0;
27/3/2020;13;La Vega;17;33;;;;1;1;
27/3/2020;14;María Trinidad Sánchez;0;4;;;;0;0;
27/3/2020;28;Monseñor Nouel;2;6;;;;0;1;
27/3/2020;15;Monte Cristi;0;0;;;;0;0;
27/3/2020;29;Monte Plata;1;1;;;;0;0;
27/3/2020;16;Pedernales;0;0;;;;0;0;
27/3/2020;17;Peravia;0;1;;;;0;0;
27/3/2020;18;Puerto Plata;2;13;;;;0;0;
27/3/2020;20;Samaná;0;8;;;;0;1;
27/3/2020;21;San Cristóbal;2;8;;;;0;0;
27/3/2020;31;San José de Ocoa;0;0;;;;0;0;
27/3/2020;22;San Juan;1;3;;;;0;1;
27/3/2020;23;San Pedro de Macorís;2;15;;;;0;1;
27/3/2020;24;Sánchez Ramírez;1;7;;;;0;0;
27/3/2020;25;Santiago;24;90;;;;0;2;
27/3/2020;26;Santiago Rodríguez;0;0;;;;0;0;
27/3/2020;32;Santo Domingo;13;79;;;;4;4;
27/3/2020;27;Valverde;0;2;;;;0;0;
28/3/2020;2;Azua;1;6;;;;0;0;
28/3/2020;3;Baoruco;0;0;;;;0;0;
28/3/2020;4;Barahona;-2;2;;;;0;0;
28/3/2020;5;Dajabón;0;0;;;;0;0;
28/3/2020;1;Distrito Nacional;55;376;;;;1;5;
28/3/2020;6;Duarte;18;83;;;;8;21;
28/3/2020;8;El Seibo;0;0;;;;0;0;
28/3/2020;7;Elías Piña;0;0;;;;0;0;
28/3/2020;9;Espaillat;4;15;;;;0;0;
28/3/2020;30;Hato Mayor;0;2;;;;0;0;
28/3/2020;19;Hermanas Mirabal;0;10;;;;0;0;
28/3/2020;10;Independencia;0;1;;;;0;0;
28/3/2020;11;La Altagracia;4;21;;;;0;0;
28/3/2020;12;La Romana;2;15;;;;0;0;
28/3/2020;13;La Vega;15;48;;;;0;1;
28/3/2020;14;María Trinidad Sánchez;0;4;;;;0;0;
28/3/2020;28;Monseñor Nouel;5;11;;;;0;1;
28/3/2020;15;Monte Cristi;1;1;;;;0;0;
28/3/2020;29;Monte Plata;0;1;;;;0;0;
28/3/2020;16;Pedernales;0;0;;;;0;0;
28/3/2020;17;Peravia;0;1;;;;0;0;
28/3/2020;18;Puerto Plata;3;16;;;;0;0;
28/3/2020;20;Samaná;1;9;;;;0;1;
28/3/2020;21;San Cristóbal;1;9;;;;0;0;
28/3/2020;31;San José de Ocoa;0;0;;;;0;0;
28/3/2020;22;San Juan;0;3;;;;0;1;
28/3/2020;23;San Pedro de Macorís;1;16;;;;1;2;
28/3/2020;24;Sánchez Ramírez;0;7;;;;0;0;
28/3/2020;25;Santiago;7;97;;;;0;2;
28/3/2020;26;Santiago Rodríguez;2;2;;;;0;0;
28/3/2020;32;Santo Domingo;22;101;;;;1;5;
28/3/2020;27;Valverde;0;2;;;;0;0;
29/3/2020;2;Azua;1;7;;;;0;0;
29/3/2020;3;Baoruco;0;0;;;;0;0;
29/3/2020;4;Barahona;1;3;;;;0;0;
29/3/2020;5;Dajabón;0;0;;;;0;0;
29/3/2020;1;Distrito Nacional;5;381;;;;0;5;
29/3/2020;6;Duarte;7;90;;;;1;22;
29/3/2020;8;El Seibo;0;0;;;;0;0;
29/3/2020;7;Elías Piña;0;0;;;;0;0;
29/3/2020;9;Espaillat;0;15;;;;0;0;
29/3/2020;30;Hato Mayor;0;2;;;;0;0;
29/3/2020;19;Hermanas Mirabal;0;10;;;;0;0;
29/3/2020;10;Independencia;0;1;;;;0;0;
29/3/2020;11;La Altagracia;8;29;;;;0;0;
29/3/2020;12;La Romana;6;21;;;;0;0;
29/3/2020;13;La Vega;0;48;;;;0;1;
29/3/2020;14;María Trinidad Sánchez;0;4;;;;0;0;
29/3/2020;28;Monseñor Nouel;0;11;;;;0;1;
29/3/2020;15;Monte Cristi;0;1;;;;0;0;
29/3/2020;29;Monte Plata;0;1;;;;0;0;
29/3/2020;16;Pedernales;1;1;;;;0;0;
29/3/2020;17;Peravia;3;4;;;;0;0;
29/3/2020;18;Puerto Plata;0;16;;;;0;0;
29/3/2020;20;Samaná;0;9;;;;0;1;
29/3/2020;21;San Cristóbal;0;9;;;;0;0;
29/3/2020;31;San José de Ocoa;0;0;;;;0;0;
29/3/2020;22;San Juan;2;5;;;;0;1;
29/3/2020;23;San Pedro de Macorís;1;17;;;;0;2;
29/3/2020;24;Sánchez Ramírez;2;9;;;;2;2;
29/3/2020;25;Santiago;0;97;;;;0;2;
29/3/2020;26;Santiago Rodríguez;0;2;;;;0;0;
29/3/2020;32;Santo Domingo;5;106;;;;0;5;
29/3/2020;27;Valverde;0;2;;;;0;0;
30/3/2020;2;Azua;0;7;;;;0;0;
30/3/2020;3;Baoruco;0;0;;;;0;0;
30/3/2020;4;Barahona;0;3;;;;0;0;
30/3/2020;5;Dajabón;0;0;;;;0;0;
30/3/2020;1;Distrito Nacional;81;462;;;;4;9;
30/3/2020;6;Duarte;4;94;;;;0;22;
30/3/2020;8;El Seibo;0;0;;;;0;0;
30/3/2020;7;Elías Piña;0;0;;;;0;0;
30/3/2020;9;Espaillat;7;22;;;;0;0;
30/3/2020;30;Hato Mayor;1;3;;;;0;0;
